NL Statement,Logic Expression
The plane ejection system will be triggered only if there is a scenario where the oxygen supply system fails and the cockpit depressurizes simultaneously.,(Oxygen Supply System Failure and Cockpit Depressurizes) --> (Trigger Ejection System)
"If the primary communication link is lost, the secondary link shall establish connection within 3-time units.","Triggered_Time_Action((No primary communication link), (secondary link establishes connection), 3 time units)"
"If the primary navigation system fails, the backup system shall take over within 4-time units. ","Triggered_Time_Action((Primary navigation system failure), (backup system takes over), 4 time units)"
"In the absence of a valid security certificate, access to the system shall be denied. ",(No valid security certificate)-->(Access denied)
"During landing, if the landing gear encounters a fault, an alternate system shall engage within 3-time units.  ","Triggered_Time_Action((During landing and landing gear fault), (alternate system engages), 3 time units)"
"If the primary power supply is disrupted, the secondary power source shall take over within 5-time units.  ","Triggered_Time_Action((Primary power supply disruption), (secondary power source takes over), 5 time units)"
"Unless the biometric scan is successful, access to the secure facility shall be denied. ",(Biometric scan unsuccessful)-->(Access denied)
"If the engine temperature reaches a critical level of 120°C, the emergency shutdown procedure shall be initiated within 1-time unit.","Triggered_Time_Action((Engine temperature 120°C), (emergency shutdown initiated), 1 time unit)"
"When a software glitch is detected, the system shall automatically reboot within 10-time units.","Triggered_Time_Action((Software glitch detected), (System reboots), 10 time units)"
"If the backup communication channel is not operational, the system shall switch to an available backup within 2-time units.  ","Triggered_Time_Action((No operational backup communication channel), (system switches to available backup), 2 time units)"
"When the battery charge falls below 20%, power-intensive applications shall be temporarily disabled.",(Battery charge < 20%)-->(power-intensive applications temporarily disabled)
"If a breach is detected in the security perimeter, the intruder alert system shall activate within 1-time unit.","Triggered_Time_Action((Security perimeter breach detected), (intruder alert system activates), 1 time unit)"
"During mission critical operations, if the data integrity check fails, data transmission shall be halted immediately. ",(During mission critical operations and data integrity check fails)-->(data transmission halted immediately)
"In the absence of a valid GPS signal, the autonomous vehicle shall switch to manual control mode within 2-time units. ","Triggered_Time_Action((No valid GPS signal), (autonomous vehicle switches to manual control mode),  2 time units)"
"When a fire alarm is triggered, the fire suppression system shall activate within 1-time unit. ","Triggered_Time_Action((Fire alarm triggered), (fire suppression system activates), 1 time unit)"
"If the autopilot system malfunctions, control shall be transferred to the manual pilot within 4-time units.  ","Triggered_Time_Action((Autopilot system malfunction), (control transfers to manual pilot), 4 time units)"
"If the temperature is above 30 degrees Celsius and the humidity is below 50%, the air conditioning system shall be activated. ",(Temperature > 30°C and Humidity < 50%)-->(Air conditioning system activates)
"In the event of a power outage or a generator failure, the backup batteries shall provide power within 2-time units. ","Triggered_Time_Action((Power outage or Generator failure), (Backup batteries provide power),  2 time units)"
"Unless both the security code is entered correctly and the fingerprint scan is successful, access to the secure room shall be denied. ",(not(Security code correct and Fingerprint scan successful))-->(Access denied)
"During nighttime and if and only if the outdoor light sensor indicates low illumination, the streetlights shall be turned on.",(Nighttime and Outdoor light sensor indicates low illumination)-->(Streetlights turn on)
"If the GPS signal is lost or the backup navigation system fails, an emergency beacon shall be activated.  ",(GPS signal lost or Backup navigation system failure)-->(Emergency beacon activates)
"Unless the communication link is established, data transmission shall not occur, or the system shall initiate a manual override.  ",(not(Communication link established))-->(not(Data transmission or Manual override initiated))
"During descent, the altitude shall be greater than 500 meters and the airspeed shall be less than 300 knots for the landing gear to be deployed.",(During descent and Altitude > 500 meters and Airspeed < 300 knots)-->(Landing gear deploys)
"If the engine temperature is critically high and the oil pressure is critically low, the emergency shutdown procedure shall be initiated. ",(Engine temperature critically high and Oil pressure critically low)-->(Emergency shutdown procedure initiated)
"If the backup communication channel is operational and the primary channel fails, the system shall seamlessly switch to the backup channel. ",(Backup communication channel operational and Primary channel failure)-->(System switches to backup channel)
"During takeoff, if and only if the aircraft speed is greater than V1, the landing gear shall be retracted.  ",(During takeoff and Aircraft speed > V1)-->(Landing gear retracted)
"If the temperature falls below freezing and the wind speed exceeds 20 knots, an ice warning shall be issued.",(Temperature < freezing and Wind speed > 20 knots)-->(Ice warning issued)
